29,80,23,80
23,80,30,80
37,80,36,79
38,61,36,81
35,87,37,81
32,79,27,80
41,89,34,79
49,87,36,87
46,88,49,87
36,84,32,78
47,88,43,89
43,89,35,83
33,79,36,83
36,85,32,79
35,82,36,85
25,79,28,82
20,69,30,81
21,69,19,76
12,75,23,66
21,71,11,80
14,72,21,73
13,88,13,75
12,85,13,87
11,76,12,83
17,89,12,74
17,74,13,87
17,89,25,88
26,85,12,84
24,89,17,89
11,88,18,88
24,89,12,89
12,90,18,88
12,90,12,80
21,75,11,75
10,75,10,75
26,79,12,81
12,79,10,75
19,75,26,79
26,79,28,78
28,81,33,82
25,82,27,80
33,83,37,60
35,61,33,61
39,60,38,59
39,61,34,52
30,28,35,41
38,29,34,28
38,29,22,30
39,30,24,21
11,30,11,35
13,42,12,39
11,35,25,26
14,11,10,12
26,13,22,12
31,21,25,21
53,18,53,14
51,12,53,16
48,40,52,40
45,40,56,39
45,40,56,39
42,39,51,41
57,38,59,35
53,40,58,37
58,38,62,34
64,17,60,17
74,12,69,11
82,18,80,15
81,16,78,13
83,19,79,14
82,17,84,20
88,24,88,26
76,42,71,26
78,42,71,40
72,41,69,29
68,30,67,31
71,40,76,42
91,35,71,40
89,44,89,48
72,54,73,54
73,55,72,53
73,54,88,57
91,48,74,53
91,68,88,68
80,72,84,71
89,69,88,70
74,77,71,60
68,63,74,57
78,56,69,62
73,59,64,70
64,70,68,63
69,62,67,65
75,56,75,56
77,57,72,59
90,56,91,59
89,65,88,43
89,43,89,44
89,68,89,44
92,67,79,72
89,69,77,70
78,73,88,70
71,60,68,63
64,69,78,56
63,70,78,56
